1546642129719,165,uu,200,OK,ipokemon 1-2,text,true,,156,710,5,5,http://192.168.0.38:8000/uu,164,0,135
1546642129719,168,uu,200,OK,ipokemon 1-5,text,true,,156,627,5,5,http://192.168.0.38:8000/uu,168,0,137
1546642129719,165,uu,200,OK,ipokemon 1-1,text,true,,156,722,5,5,http://192.168.0.38:8000/uu,164,0,137
1546642129903,17,uu,200,OK,ipokemon 1-1,text,true,,156,722,5,5,http://192.168.0.38:8000/uu,17,0,5
1546642129906,18,cc,200,OK,ipokemon 1-2,text,true,,156,318,5,5,http://192.168.0.38:8000/cc,18,0,4
1546642129926,15,id,200,OK,ipokemon 1-2,text,true,,164,318,5,5,http://192.168.0.38:8000/id,15,0,3
1546642129942,23,wpm,200,OK,ipokemon 1-2,text,true,,192,327,5,5,http://192.168.0.38:8000/wpm?code=CN,23,0,10
1546642133474,21,uu,200,OK,ipokemon 1-4,text,true,,156,793,5,5,http://192.168.0.38:8000/uu,21,0,5
1546642133496,23,upm,200,OK,ipokemon 1-4,text,true,,156,2671,5,5,http://192.168.0.38:8000/upm,23,0,6
1546642133692,18,uu,200,OK,ipokemon 1-3,text,true,,156,631,5,5,http://192.168.0.38:8000/uu,18,0,5
1546642133711,18,pma/7,200,OK,ipokemon 1-3,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/7,18,0,5
1546642133730,18,wpm,200,OK,ipokemon 1-3,text,true,,192,327,5,5,http://192.168.0.38:8000/wpm?code=CN,18,0,4
1546642137604,46,mas/CN,200,OK,ipokemon 1-5,text,true,,2016,322,5,5,http://192.168.0.38:8000/mas/CN,45,0,34
1546642137651,20,upm,200,OK,ipokemon 1-5,text,true,,156,2522,5,5,http://192.168.0.38:8000/upm,20,0,5
1546642137672,20,pd,200,OK,ipokemon 1-5,text,true,,660,318,5,5,http://192.168.0.38:8000/pd,20,0,4
1546642137693,16,uu,200,OK,ipokemon 1-5,text,true,,156,907,5,5,http://192.168.0.38:8000/uu,16,0,4
1546642137710,18,uu,200,OK,ipokemon 1-5,text,true,,156,634,5,5,http://192.168.0.38:8000/uu,18,0,4
1546642137729,21,ur,200,OK,ipokemon 1-5,text,true,,156,655,5,5,http://192.168.0.38:8000/ur,21,0,11
1546642137751,15,r/XX,200,OK,ipokemon 1-5,text,true,,160,320,5,5,http://192.168.0.38:8000/r/XX,15,0,3
1546642143038,41,pma/7,200,OK,ipokemon 1-2,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/7,41,0,28
1546642170970,87,upm,200,OK,ipokemon 1-2,text,true,,156,2716,5,5,http://192.168.0.38:8000/upm,87,0,69
1546642171060,19,upm,200,OK,ipokemon 1-2,text,true,,156,2028,5,5,http://192.168.0.38:8000/upm,19,0,5
1546642176241,125,uu,200,OK,ipokemon 1-3,text,true,,156,919,5,5,http://192.168.0.38:8000/uu,125,0,103
1546642186995,115,mas/CN,200,OK,ipokemon 1-2,text,true,,2016,322,5,5,http://192.168.0.38:8000/mas/CN,114,0,103
1546642187111,21,upm,200,OK,ipokemon 1-2,text,true,,156,2494,5,5,http://192.168.0.38:8000/upm,21,0,6
1546642187355,61,uu,200,OK,ipokemon 1-4,text,true,,156,615,5,5,http://192.168.0.38:8000/uu,61,0,48
1546642187416,17,uu,200,OK,ipokemon 1-4,text,true,,156,716,5,5,http://192.168.0.38:8000/uu,16,0,3
1546642187433,15,id,200,OK,ipokemon 1-4,text,true,,164,318,5,5,http://192.168.0.38:8000/id,15,0,4
1546642192486,61,pma/1,200,OK,ipokemon 1-1,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/1,61,0,42
1546642192548,40,uu,200,OK,ipokemon 1-1,text,true,,156,805,5,5,http://192.168.0.38:8000/uu,40,0,16
1546642193259,26,upm,200,OK,ipokemon 1-3,text,true,,156,2081,5,5,http://192.168.0.38:8000/upm,26,0,6
1546642203749,53,uu,200,OK,ipokemon 1-1,text,true,,156,630,5,5,http://192.168.0.38:8000/uu,53,0,38
1546642203805,46,upm,200,OK,ipokemon 1-1,text,true,,156,2006,5,5,http://192.168.0.38:8000/upm,46,0,27
1546642209642,109,upm,200,OK,ipokemon 1-4,text,true,,156,1388,5,5,http://192.168.0.38:8000/upm,109,0,88
1546642210714,50,pma/4,200,OK,ipokemon 1-5,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/4,50,0,37
1546642210765,17,uu,200,OK,ipokemon 1-5,text,true,,156,728,5,5,http://192.168.0.38:8000/uu,17,0,4
1546642210782,19,uu,200,OK,ipokemon 1-5,text,true,,156,710,5,5,http://192.168.0.38:8000/uu,18,0,4
1546642210801,43,uu,200,OK,ipokemon 1-5,text,true,,156,716,5,5,http://192.168.0.38:8000/uu,42,0,5
1546642210844,20,uu,200,OK,ipokemon 1-5,text,true,,156,813,5,5,http://192.168.0.38:8000/uu,20,0,5
1546642220698,106,uu,200,OK,ipokemon 1-1,text,true,,156,713,5,5,http://192.168.0.38:8000/uu,105,0,87
1546642232375,110,pma/7,200,OK,ipokemon 1-5,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/7,110,0,92
1546642232487,54,upm,200,OK,ipokemon 1-5,text,true,,156,2716,5,5,http://192.168.0.38:8000/upm,54,0,7
1546642232542,31,wpm,200,OK,ipokemon 1-5,text,true,,192,327,5,5,http://192.168.0.38:8000/wpm?code=CN,31,0,8
1546642243616,224,id,200,OK,ipokemon 1-5,text,true,,164,318,5,5,http://192.168.0.38:8000/id,223,0,210
1546642244103,29,upm,200,OK,ipokemon 1-3,text,true,,156,2015,5,5,http://192.168.0.38:8000/upm,29,0,5
1546642244133,25,upm,200,OK,ipokemon 1-3,text,true,,156,2778,5,5,http://192.168.0.38:8000/upm,25,0,9
1546642244159,21,upm,200,OK,ipokemon 1-3,text,true,,156,2048,5,5,http://192.168.0.38:8000/upm,21,0,5
1546642244181,19,upm,200,OK,ipokemon 1-3,text,true,,156,2017,5,5,http://192.168.0.38:8000/upm,19,0,5
1546642250867,45,uu,200,OK,ipokemon 1-1,text,true,,156,883,5,5,http://192.168.0.38:8000/uu,45,0,29
1546642250913,20,upm,200,OK,ipokemon 1-1,text,true,,156,2037,5,5,http://192.168.0.38:8000/upm,20,0,5
1546642250934,18,upm,200,OK,ipokemon 1-1,text,true,,156,2746,5,5,http://192.168.0.38:8000/upm,18,0,4
1546642250953,23,upm,200,OK,ipokemon 1-1,text,true,,156,1366,5,5,http://192.168.0.38:8000/upm,23,0,7
1546642250978,19,uu,200,OK,ipokemon 1-1,text,true,,156,716,5,5,http://192.168.0.38:8000/uu,19,0,4
1546642252795,44,uu,200,OK,ipokemon 1-2,text,true,,156,716,5,5,http://192.168.0.38:8000/uu,44,0,6
1546642252840,25,uu,200,OK,ipokemon 1-2,text,true,,156,905,5,5,http://192.168.0.38:8000/uu,25,0,6
1546642252866,19,cu,200,OK,ipokemon 1-2,text,true,,156,639,5,5,http://192.168.0.38:8000/cu,18,0,5
1546642252885,26,uu,200,OK,ipokemon 1-2,text,true,,156,731,5,5,http://192.168.0.38:8000/uu,25,0,4
1546642252912,26,pd,200,OK,ipokemon 1-2,text,true,,659,318,5,5,http://192.168.0.38:8000/pd,25,0,6
1546642259979,45,uu,200,OK,ipokemon 1-2,text,true,,156,713,5,5,http://192.168.0.38:8000/uu,45,0,28
1546642260026,21,pma/4,200,OK,ipokemon 1-2,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/4,20,0,6
1546642267507,91,upm,200,OK,ipokemon 1-5,text,true,,156,2026,5,5,http://192.168.0.38:8000/upm,91,0,74
1546642267598,22,uu,200,OK,ipokemon 1-5,text,true,,156,628,5,5,http://192.168.0.38:8000/uu,22,0,6
1546642267621,19,upm,200,OK,ipokemon 1-5,text,true,,156,2016,5,5,http://192.168.0.38:8000/upm,19,0,5
1546642268320,103,uu,200,OK,ipokemon 1-3,text,true,,156,719,5,5,http://192.168.0.38:8000/uu,103,0,88
1546642272319,24,uu,200,OK,ipokemon 1-4,text,true,,156,907,5,5,http://192.168.0.38:8000/uu,24,0,7
1546642272343,27,uu,200,OK,ipokemon 1-4,text,true,,156,619,5,5,http://192.168.0.38:8000/uu,27,0,9
1546642273222,20,r/XX,200,OK,ipokemon 1-4,text,true,,160,320,5,5,http://192.168.0.38:8000/r/XX,20,0,6
1546642275832,20,wpm,200,OK,ipokemon 1-2,text,true,,192,327,5,5,http://192.168.0.38:8000/wpm?code=CN,20,0,5
1546642277683,18,pma/7,200,OK,ipokemon 1-1,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/7,18,0,4
1546642277701,22,cu,200,OK,ipokemon 1-1,text,true,,156,630,5,5,http://192.168.0.38:8000/cu,22,0,6
1546642277723,19,uu,200,OK,ipokemon 1-1,text,true,,156,640,5,5,http://192.168.0.38:8000/uu,19,0,5
1546642285112,101,upm,200,OK,ipokemon 1-4,text,true,,156,2643,5,5,http://192.168.0.38:8000/upm,101,0,83
1546642285214,18,uu,200,OK,ipokemon 1-4,text,true,,156,731,5,5,http://192.168.0.38:8000/uu,18,0,4
1546642285233,21,uu,200,OK,ipokemon 1-4,text,true,,156,716,5,5,http://192.168.0.38:8000/uu,20,0,5
1546642285254,43,upm,200,OK,ipokemon 1-4,text,true,,156,2026,5,5,http://192.168.0.38:8000/upm,43,0,19
1546642285297,19,pma/23,200,OK,ipokemon 1-4,text,true,,769,322,5,5,http://192.168.0.38:8000/pma/23,18,0,5
1546642287013,21,upm,200,OK,ipokemon 1-2,text,true,,156,2082,5,5,http://192.168.0.38:8000/upm,21,0,5
1546642287035,23,upm,200,OK,ipokemon 1-2,text,true,,156,2628,5,5,http://192.168.0.38:8000/upm,23,0,5
1546642289612,16,pma/23,200,OK,ipokemon 1-1,text,true,,769,322,5,5,http://192.168.0.38:8000/pma/23,16,0,4
1546642289629,17,mas/CN,200,OK,ipokemon 1-1,text,true,,2016,322,5,5,http://192.168.0.38:8000/mas/CN,15,0,4
1546642289646,18,u,200,OK,ipokemon 1-1,text,true,,429,317,5,5,http://192.168.0.38:8000/u,18,0,5
1546642296109,66,uu,200,OK,ipokemon 1-2,text,true,,156,797,5,5,http://192.168.0.38:8000/uu,66,0,47
1546642296399,79,uu,200,OK,ipokemon 1-3,text,true,,156,740,5,5,http://192.168.0.38:8000/uu,78,0,60
1546642296478,16,pma/7,200,OK,ipokemon 1-3,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/7,16,0,4
1546642304990,19,uu,200,OK,ipokemon 1-3,text,true,,156,713,5,5,http://192.168.0.38:8000/uu,18,0,4
1546642305009,20,upm,200,OK,ipokemon 1-3,text,true,,156,1388,5,5,http://192.168.0.38:8000/upm,20,0,5
1546642305030,21,uu,200,OK,ipokemon 1-3,text,true,,156,725,5,5,http://192.168.0.38:8000/uu,21,0,5
1546642323193,116,uu,200,OK,ipokemon 1-1,text,true,,156,919,5,5,http://192.168.0.38:8000/uu,116,0,97
1546642323311,28,pd,200,OK,ipokemon 1-1,text,true,,659,318,5,5,http://192.168.0.38:8000/pd,28,0,9
1546642323340,22,uu,200,OK,ipokemon 1-1,text,true,,156,728,5,5,http://192.168.0.38:8000/uu,22,0,8
1546642324716,29,upm,200,OK,ipokemon 1-1,text,true,,156,2059,5,5,http://192.168.0.38:8000/upm,29,0,9
1546642324746,17,uu,200,OK,ipokemon 1-1,text,true,,156,905,5,5,http://192.168.0.38:8000/uu,17,0,4
1546642324764,16,r/XX,200,OK,ipokemon 1-1,text,true,,160,320,5,5,http://192.168.0.38:8000/r/XX,16,0,4
1546642324780,18,uu,200,OK,ipokemon 1-1,text,true,,156,710,5,5,http://192.168.0.38:8000/uu,18,0,4
1546642324798,23,wpm,200,OK,ipokemon 1-1,text,true,,192,327,5,5,http://192.168.0.38:8000/wpm?code=CN,23,0,4
1546642325321,24,uu,200,OK,ipokemon 1-5,text,true,,156,891,5,5,http://192.168.0.38:8000/uu,24,0,5
1546642325711,19,uu,200,OK,ipokemon 1-3,text,true,,156,640,5,5,http://192.168.0.38:8000/uu,19,0,5
1546642332735,96,wpm,200,OK,ipokemon 1-1,text,true,,192,327,5,5,http://192.168.0.38:8000/wpm?code=CN,96,0,79
1546642332831,28,uu,200,OK,ipokemon 1-1,text,true,,156,619,5,5,http://192.168.0.38:8000/uu,28,0,7
1546642332860,26,pma/4,200,OK,ipokemon 1-1,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/4,26,0,11
1546642332887,36,upm,200,OK,ipokemon 1-1,text,true,,156,2733,5,5,http://192.168.0.38:8000/upm,36,0,8
1546642332923,24,ur,200,OK,ipokemon 1-1,text,true,,156,640,5,5,http://192.168.0.38:8000/ur,24,0,8
1546642332948,26,pma/7,200,OK,ipokemon 1-1,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/7,26,0,5
1546642340392,113,pma/7,200,OK,ipokemon 1-4,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/7,112,0,98
1546642340506,17,mas/CN,200,OK,ipokemon 1-4,text,true,,2016,322,5,5,http://192.168.0.38:8000/mas/CN,16,0,4
1546642340524,22,ur,200,OK,ipokemon 1-4,text,true,,156,628,5,5,http://192.168.0.38:8000/ur,22,0,8
1546642341260,78,upm,200,OK,ipokemon 1-5,text,true,,156,2059,5,5,http://192.168.0.38:8000/upm,78,0,61
1546642341338,19,uu,200,OK,ipokemon 1-5,text,true,,156,710,5,5,http://192.168.0.38:8000/uu,19,0,4
1546642341376,25,uu,200,OK,ipokemon 1-3,text,true,,156,716,5,5,http://192.168.0.38:8000/uu,24,0,4
1546642341402,24,u,200,OK,ipokemon 1-3,text,true,,419,317,5,5,http://192.168.0.38:8000/u,24,0,9
1546642341427,19,upm,200,OK,ipokemon 1-3,text,true,,156,2701,5,5,http://192.168.0.38:8000/upm,19,0,4
1546642341446,19,ur,200,OK,ipokemon 1-3,text,true,,156,634,5,5,http://192.168.0.38:8000/ur,19,0,5
1546642348429,63,uu,200,OK,ipokemon 1-4,text,true,,156,725,5,5,http://192.168.0.38:8000/uu,63,0,49
1546642348493,18,uu,200,OK,ipokemon 1-4,text,true,,156,734,5,5,http://192.168.0.38:8000/uu,18,0,4
1546642358741,21,pma/23,200,OK,ipokemon 1-2,text,true,,769,322,5,5,http://192.168.0.38:8000/pma/23,21,0,6
1546642358763,19,upm,200,OK,ipokemon 1-2,text,true,,156,2026,5,5,http://192.168.0.38:8000/upm,19,0,5
1546642365499,93,pma/7,200,OK,ipokemon 1-5,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/7,93,0,78
1546642365593,16,cc,200,OK,ipokemon 1-5,text,true,,156,318,5,5,http://192.168.0.38:8000/cc,15,0,4
1546642365609,18,pma/23,200,OK,ipokemon 1-5,text,true,,769,322,5,5,http://192.168.0.38:8000/pma/23,18,0,4
1546642375200,140,uu,200,OK,ipokemon 1-1,text,true,,156,719,5,5,http://192.168.0.38:8000/uu,140,0,107
1546642376163,80,wpm,200,OK,ipokemon 1-3,text,true,,192,327,5,5,http://192.168.0.38:8000/wpm?code=CN,80,0,67
1546642383038,68,uu,200,OK,ipokemon 1-1,text,true,,156,719,5,5,http://192.168.0.38:8000/uu,68,0,54
1546642383108,16,id,200,OK,ipokemon 1-1,text,true,,164,318,5,5,http://192.168.0.38:8000/id,15,0,4
1546642391730,79,uu,200,OK,ipokemon 1-2,text,true,,156,728,5,5,http://192.168.0.38:8000/uu,78,0,65
1546642411380,85,cc,200,OK,ipokemon 1-4,text,true,,156,318,5,5,http://192.168.0.38:8000/cc,85,0,73
1546642411467,20,upm,200,OK,ipokemon 1-4,text,true,,156,2039,5,5,http://192.168.0.38:8000/upm,20,0,4
1546642418360,71,upm,200,OK,ipokemon 1-4,text,true,,156,2071,5,5,http://192.168.0.38:8000/upm,71,0,57
1546642419459,19,uu,200,OK,ipokemon 1-1,text,true,,156,737,5,5,http://192.168.0.38:8000/uu,19,0,5
1546642419479,19,upm,200,OK,ipokemon 1-1,text,true,,156,2606,5,5,http://192.168.0.38:8000/upm,19,0,4
1546642419498,15,cc,200,OK,ipokemon 1-1,text,true,,156,318,5,5,http://192.168.0.38:8000/cc,15,0,5
1546642428145,116,uu,200,OK,ipokemon 1-2,text,true,,156,634,5,5,http://192.168.0.38:8000/uu,116,0,103
1546642428262,16,u,200,OK,ipokemon 1-2,text,true,,419,317,5,5,http://192.168.0.38:8000/u,16,0,3
1546642429129,55,uu,200,OK,ipokemon 1-2,text,true,,156,728,5,5,http://192.168.0.38:8000/uu,55,0,41
1546642429184,15,pma/1,200,OK,ipokemon 1-2,text,true,,769,321,5,5,http://192.168.0.38:8000/pma/1,15,0,4
1546642429199,15,ur,200,OK,ipokemon 1-2,text,true,,156,631,5,5,http://192.168.0.38:8000/ur,15,0,4
1546642429214,25,upm,200,OK,ipokemon 1-2,text,true,,156,2048,5,5,http://192.168.0.38:8000/upm,25,0,4
